,job title,job summary,label
383,FIELD SUPERVISOR I,"PURPOSE:
This position is responsible for all field installation related services of the builder center. This includes all administrative, field, service, and maintenance responsibilities. Additionally, this position will coordinate the work of operations employees such as field service and contract service workers like cabinet installers, countertop vendors, and custom accessory vendors.

ESSENTIAL FUNCTIONS:
Administrative Duties

Process layouts, customer orders, billings, and installer payroll

Schedule pick-up work, and review and approve installer and service technician expense reports

Produce periodic reports as required, such as a weekly activity and service report, monthly service, forecasting and vehicle mileage report, and quarterly installer bonus report

Field Duties

Perform field measuring

Issue correction requests

Walk houses and obtain âsign-offsâ

Verify measurements to ensure accuracy of master âblue booksâ

Perform minor service work as needed

Develop and maintain effective business relationships with building superintendents and trade subcontractors;

Review and respond to service issues

Manage POâs, OSâs and WAFâs from builders

Perform installer safety inspections

Service Duties

Review occupied and unoccupied service tickets and coordinate service technicianâs work schedule

Pull and deliver cabinets or parts to job site as needed

Monitor âarea service rackâ

Maintenance Duties

Record miles driven on log

Perform required vehicle maintenance as specified by the leasing company

Wash vehicle at least twice a month

Maintain all tools as appropriate

SUPERVISES:
This position is responsible for the supervision of all field service workers and contract workers in the builder center.

QUALIFICATIONS:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and ability required.

Education and/or Experience

Undergraduate degree in building construction, operations management, business or related field

Field experience in the construction industry, experience with cabinet installation, service, order entry and delivery scheduling, and managing subcontractors preferred

Ability to develop and maintain effective business relationships with building superintendents and subcontractors

Advanced computer skills including Microsoft products

Excellent oral and written communication and organization skills

Language Skills:
Ability to read, analyze, and interpret common business journals, financial reports, and legal documents. Ability to listen and communicate effectively with customers/clients in an effort to carry out responsibilities or respond to common inquires from customers/clients, regulatory agencies, or members of the business community and public.

Mathematical Skills:
Ability to add, subtract, multiply and divide in all units of measure, using whole numbers, common fractions, and decimals. Ability to compute rate, ratio, and percent and to interpret graphs and diagrams.

Reasoning Ability:
Ability to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.

PHYSICAL DEMANDS:
While performing the duties of this job, the employee is regularly required to sit, stand and walk; talk and hear. The employee frequently is required to use hands to finger, handle, or feel and reach with hands and arms. The employee is occasionally required to lift a minimum of 40 pounds.

WORKING ENVIRONMENT:
Typical office and construction site environment. The noise level is usually moderate to high. Significant travel around town with some out-of-town travel. Occasional weekend work and extended evening hours is required.

Required Skills

Required Experience",services
384,Speech/Language Pathologist-1103 Phoenix,"Post by Jobing - Openings as of 11/25/2016 CertifiedSpeech/Language Pathologist-1103 Phoenix JobID: 1103 Position Type: Certified/Speech/Language Pathologist Date Posted: 9/6/2016 Location: School for the Deaf-Phoenix SPEECH LANGUAGE PATHOLOGIST Location: Phoenix Employee Status: Permanent Hours Per Week: 40 Work Calendar: School Year Pay Rate: $36.00 Other: ASL skills preferred CLASSIFICATION SPECIFICATION ESSENTIAL DUTIES: Individual positions may be responsible for some or all of the listed duties and/or other related duties Develops a variety of teaching strategies by maintaining current knowledge of standards andpractices in the field Administers speech and language tests Screens, evaluates, and writes comprehensive reports on each student Assists in the development of the IEP (Individual Evaluation Plan) Consults with staff and parents regarding speech/language needs of the student Participates in continuing education courses and workshops KNOWLEDGE OF: Policies, procedures, and programs of the immediate work unit Principles and practices of administration and management Agency or program rules, regulations, and operating procedures Principles, methods, and procedures for diagnosis and treatment of hearing/speech disorders Strategies for articulation and language development State laws, regulations, policies, and procedures relating to the area of assignment Arizona Department of Education rules and regulations governing teacher certification SKILLED IN: Administering diagnostic tests Determining language and speech problems Analysis and evaluation ABILITY TO: Communicate information and ideas effectively so that others will understand Apply statistical and analytical skills for documents and data Prioritize and organize Detect differences between sounds that vary in pitch and loudness SPECIAL CONDITIONS/REQUIREMENTS: Must be able to pass FBI and State background check Defensive Driver Training Program to be completed by all agency personnel that drive on State business Master's degree in Speech Pathology Current Speech/Language certificate issued by Arizona Dept of Health Services Current Arizona Department of Education Certificate as a Speech Language Pathologist Current ASHA (American Speech Hearing Association) certification with Certificate of Clinical Competence Extensive work related skill, knowledge, and experience in the field of speech and language impairments ASL (American Sign Language) skills if working with deaf or hard of hearing staff/students BENEFITS Benefit eligible employees have a variety of choices for medical, dental, vision, short-term disability, supplemental and dependent life insurance. Offered plans provide exceptional value to our employees and their eligible dependents. Employees have a 31-day period from effective date of hire to elected coverage. Elected benefits could start as early as 2 weeks after hire.

Benefit eligible employees are automatically covered for basic life, non-smokers, accidental death and dismemberment and seat belt insurance. Benefit eligible employees are automatically enrolled in the State's retirement plan and long-term disability (LTD) program. Enrollment is mandatory and is subject to a 26-week waiting period before initial enrollment. Employees may also choose to participate in a deferred compensation program to take advantage of tax-deferred retirement investments.

Benefit Options also offer Employee Self-Service, Wellness, Tuition Discount, Travel Reduction, Auto & Home Insurance and Purchase Discount Programs. CONTACT INFORMATION For more information contact the Recruiter at: Persons with a disability may request a reasonable accommodation such as a sign language interpreter or an alternative format by contacting the Recruiter. Requests should be made as early as possible to allow time to arrange the accommodation. Arizona State Government is an AA/EOE/ADA Reasonable Accommodation Employer.",services
385,ASL DSP Residential East Valley - $9.00 an hour,"Post by Jobing - RISE, Inc. is a non-profit, human services agency providing support to children and adults with developmental disabilities in a variety of program models. The American Sign Language Direct Support Professionals provide direct support to a group of deaf people through the implementation of the RISE Mission, Vision and Values and in compliance with all regulations and policies. LOCATION: Gilbert - Group Home SettingESSENTIAL JOB FUNCTIONS: Provide assistance to people receiving support through the implementation of the RISE mission, vision, and values.Demonstrate respect and promote choice.


Promote the rights of people receiving support and contribute to an environment that is free of abuse, neglect and/or exploitation.Support people in achieving outcomes identified in the person's plan. This includes keeping required documentation and any other prescribed or related task.Assist people (as applicable to the person) with the following supports: Daily living, Hygiene, Intimate Care, Mobility, Accessing their community, Lifting/ transferring, Behavioral supports to include redirecting and/or physically supporting people using approved techniques, Adequate supervision.Act as an appropriate role model and support people in using appropriate language, dress, table manners, respect, and other behavior as needed.Ensure that clean and safe environment is maintained. *Quickly and effectively respond to emergency situations.MINIMUM QUALIFICATIONS: Must be proficient in American Sign Language *Experience and/or education in the field of developmental disabilities or related field preferred. *Must have a desire and interest in working with people with disabilities or special needs.
Must be at least eighteen (18) years. *Must be over twenty-one (21) years if required to drive a RISE vehicle and meet other requirements as specified by the RISE Insurance Agency.Must pass drug testingMust pass background clearance and obtain level one fingerprint card clearanceRISE offers and assist with required training curriculums such as CPR, First Aid, Medication Administration, to name a few. This is a rewarding opportunity! If you feel this is the right job for you please complete an online application.

Rise is an equal opportunity employer.",services
386,NURSE CASE MANAGER,"Post Date 11/15/2016 Close Date Category HEALTHCARE PROFESSIONALS Grade 22 Location PHOENIX Salary 64,575.00-64,575.00

Arizona Health Care Cost Containment System
Accountability, Community, Innovation, Leadership, Passion, Quality, Respect, Teamwork

Nurse Case Manager

First Review: 09/29/2016
This position will remain open until filled

Arizona Health Care Cost Containment System (AHCCCS), Arizonaâs Medicaid Agency, is driven by the passion to deliver comprehensive and cost effective health care to Arizonans in need. AHCCCS is nationally acclaimed as a model for other Medicaid programs and recipient of multiple awards for excellence in workplace effectiveness and flexibility. Visit our careers page to learn more about AHCCCS. Use your skills to benefit others; join the AHCCCS Team!

Accountabilities
The Division of Fee for Service Management (DFSM) is looking for a highly motivated individual to join our team as a Nurse Case Manager . Responsible for coordination of medical and/or behavioral health care and complex cases, discharge planning and coordination of continued care. Major duties and responsibilities include but are not limited to:


Devises and reviews data reports to identify high need/high cost members for care coordination and leads regularly scheduled clinical discussions with IHS/638 Providers and/or behavioral health system/providers regarding high utilization and trends, and complex cases.
Participates in Care Management Services Unit (CMSU) care coordination efforts, such as infrastructure development, review of high need/high cost evaluation to inform clinical decision, working with other AHCCCS divisions
Participates in process improvement and other special projects, work in groups and committees to improve the efficiency of care coordination, utilization management and other CMSU function.
Participates in outreach efforts with IHS/638 Facilities, along with other Care Coordination Team Members.
Works with the tribes to establish rapport and close collaboration with providers and facilities.
Serves as a back-up resource to all clinical functions in the CMSU.
Potential travel may be required.

Minimum Qualifications

Current Arizona RN or LPN license, in good standing.
Knowledge of case management concepts, principles and strategies.
Interpret clinical information and assess implications for treatment, based upon knowledge of Medical and Behavioral Healthcare management and delivery.
Excellent communication, verbal and written skills.
Organizational skills to coordinate, monitor and report on multiple cases simultaneously.

Preferred Qualifications

Ideal candidate will be a Certified Case Manager.
Strong interpersonal skills in working with people of diverse cultures and socioeconomic backgrounds.
Familiarity with American Indian Tribes/programs and policy.
Analytical skills to identify and correlate specific patterns in documentation and reporting of data and trends.

Benefits
At AHCCCS, we promote the importance of work/life balance by offering workplace flexibility and a variety of learning and career development opportunities. Among the many benefits of a career with the State of Arizona, there are 10 paid holidays per year, accrual of sick and annual leave, affordable medical benefits and participation in the Arizona State Retirement Plan. Click here to learn more about benefits.

**Connect with us on Twitter @AHCCCSCareers and LinkedIn **

E-Verify: All newly hired employees will be subject to the E-Verify Employment Eligibility Verification Program.
Reasonable Accommodation Request: Persons with a disability may request a reasonable accommodation such as a sign language interpreter or an alternative format by calling (602) 417-4072. Requests should be made as early as possible to allow sufficient time to arrange the accommodation. AHCCCS is an Equal Employment Opportunity Employer.
Please note: AHCCCS does not provide status updates on positions in recruitment. The notification received via email is confirmation that your resume was successfully submitted. Applicants selected to move forward in the interview process will be contacted.

If you experience issues while applying for this position, please dial 602-542-4700 and select option 9 for assistance.",services
387,Case Manager (FT) Phoenix #2016-26,"Post by Jobing - Work Location: Corazon - Step Down 3639 W. Lincoln Street Phoenix, AZ 85009PRIMARY FUNCTIONSThe Case Manager is responsible for managing caseload of current clients at Corazon Hospital Step Down Programs. The Case Manager works collaboratively with the Clinical Supervisor/Director, Peer Support Specialists, and other staff on the Corazon campus. Communicates and Coordinates with both internal and external partners, and works on discharge planning.

MINIMUM QUALIFICATIONSTo perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Bachelor's degree in a behavioral health related field, or has a bachelor's degree and at least one year of full-time behavioral health work experience, specifically working with the Seriously Mentally Ill population.

Possess a valid driver's license and ability to be insured under automobile insurance policy. Able to work a flexible schedule as needed per program requirements. Must successfully complete the agency's orientation and demonstrate competence regarding skills and knowledge per R9-20-204. Have basic typing/computer skills.

Have excellent verbal and written communication skills. Have good organization and time management skills. Ability to obtain fingerprint clearance card, CPR and First Aid. 9.

Bilingual language skills in English/Spanish and as appropriate to population served preferred. Must be 21 years of age. Experience in residential settings a plus. JOB RESPONSIBILITIES AND COMPETENCIES A.) Intake and Discharge Planning Completes intake into the Hospital Step down Program.

Conducts ongoing assessments to assess independent living skills, documents functional and symptomatic improvement, cultural values, crisis planning, and discharge planning. Works closely with Peer Support Specialists to help support client's needs. May be a back up to provide monitoring and support of clients in the program Assist Program Director with referrals to the program as needed. B.) Works with individual and families that present with a range of behavioral health presentations, including co-occurring disorders.

Knowledge of symptoms to the full and broad range of DSM diagnoses. Application and integration of American Society of Addiction Medicine criteria in service planning and implementation. Knowledge of motivational enhancement, stages of change, relapse prevention, and recovery models. Ability to understand and screen for serious mental illness, and refer to mental health services as appropriate.

C.) Manage and monitor individually assigned caseloads. Accurately documents progress notes same day as service, not to exceed 24 hours; crisis documentation completed same day as service. Maintains and monitors caseload statistical information, including presenting issues, length of stay, and outcome measures when assigned. Assists with discharge planning and community referrals and resources.

Closely coordinates with Step Down Clients case management sites regarding housing; assists with referrals as necessary. Keeps key team members informed and communicated with, both internally and externally. D.) Assist in working with clients with medication and case management services. Consults and coordinates with prescriber, prescriber liaison, laboratories, medical providers, pharmacies, and assists with eligibility and access to prescription services when needed.

Consults on initial and ongoing psychiatric evaluation requests. E.) Responsible for maintaining and coordinating service plan development and updates, when applicable. Integrate needs identified in assessment with service plan development and review. Evidence of client participation in service plan development.

Evidence of family/stakeholder participation in service plan development. Accurate and timely completion of service plan/review. F.) Performs Clinical Record Reviews. Understanding of all licensing, regulatory and agency guidelines.

Document significant information in each file in a clear and timely manner. Provides appropriate feedback. G) Achieve assigned weekly/monthly coordination/contact expectations, as applicable. Coordination and contact expectations are individualized to each client, and plan is created with Program Director.

H). To be available for shift coverage and crisis resolution. 1. To provide on call coverage for crisis situations as needed.

2. To share in weekend and holiday coverage as scheduled. 3. To coordinate additional community treatment services, as needed.I).

If applicable, facilitate and coordinate group therapy process. Able to promote individual/family culture. Ability to effectively engage adults in process and maintain safety and cohesiveness. Knowledge of group therapy models and stages Utilizes informed consent in interventions, has knowledge of the value and limitation of didactic approaches.

Collaborates, coordinates, and consults with other involved service providers and treatment team members. J). Assist in working with clients with a range of behavioral health needs. Set priorities for routine/special request services to clients with general mental health, substance related, & co-occurring disorders.

Facilitate service coordination for eligible RBHA enrolled consumers and inter-agency transfers with identified treatment team members and provider staff. Recognize and demonstrate basic familiarity with current DSM diagnostic signs, symptoms and categories and respond appropriately. K). Perform other duties as assigned.

Salary: $32,000/year to $35,000/year DOE CPLC offers a competitive benefit package which include, 10 company paid holidays immediately after hire and 3 weeks of Paid Time Off for benefit eligible employees after 90 days of employment. CPLC provides you and your dependents with basic life insurance at no cost to you through CIGNA. Short Term and Long Term Disability is also provided at no cost after the first of the month from date of hire for all benefit eligible employees. In addition, CPLC is proud to provide a $500 wellness initiative to all eligible employees.

Our wellness program encourages employees to live healthier lifestyles by providing information, education and wellness challenges designed to support each employee's individual goals. 401K Matching Contributions: CPLC offers a discretionary match, funded annually, of 50% of participant contributions on the first 8% of salary deferrals. Contributions begin after 1 year of employment in which you work 1,000 hours. Cost to Participate - Per Pay Period (Semi Monthly)Major Medical CoverageBenefit Description Coverage Level High-Deductible Health Plan Blue Cross Blue Shield Employee $28.00 Employee Plus Spouse $65.00 Employee Plus Child(ren) $65.00 Employee Plus Family $130.00 Benefit Description Coverage Level-Core PlanBlue Cross Blue Shield Employee- $63.00Employee Plus Spouse-$136.50Employee Plus Child(ren)-$136.50Employee Plus Family-$210.00Dental CoverageDelta Dental Employee $7.00Employee Plus Spouse $18.00Employee Plus Child(ren) $21.50Employee Plus Family $29.00Vision CoverageVSP Vision Employee $2.16Employee Plus Spouse $3.58Employee Plus Child(ren) $3.62Employee Plus Family $6.40",services
388,Chaperone- 983 Phoenix,"Post by Jobing - Openings as of 11/25/2016 Support StaffChaperone- 983 Phoenix JobID: 983 Position Type: Support Staff/Chaperone Date Posted: 4/14/2016 Location: Transportation-Phoenix ARIZONA STATE SCHOOLS FOR THE DEAF AND THE BLIND CHAPERONE JOB INFORMATION Location: Phoenix Employee Status: Permanent Hours Per Week: 20 Work Calendar: 10 Month Pay Rate: $10.6092 Other: Intermediate ASL required. Attachments: Upload Transcripts & Certifications if required CLASSIFICATION SPECIFICATION ESSENTIAL DUTIES: * Ensure students are safely seated throughout bus route * Maintain appropriate student behavior * Work with parents and staff regarding specific methods of assistance * Individual positions may be responsible for some or all of the listed duties and/or other related duties KNOWLEDGE OF: * Policies, procedures, and programs of the immediate work unit. * Principles and practices of administration and management. * Agency or program rules, regulations, and operating procedures.


Bus evacuation procedures SKILLED IN: * Proper lifting procedures * Working with sensory impaired children * Understanding written sentences and paragraphs in a word related document ABILITY TO: * Communicate information and ideas effectively so others will understand * Lift non-ambulatory students and equipment SPECIAL CONDITIONS/REQUIREMENTS: * Must be able to pass FBI and State background check. * Positions working directly with students must obtain CIT (Crisis Intervention Training), CPR, and First Aid certification * Must be able to pass post offer physical * ASL (American Sign Language) skills if working with deaf staff/students * Defensive Driver Training Program to be completed by all agency personnel that drive on state business BENEFITS Benefit eligible employees have a variety of choices for medical, dental, vision, short-term disability, supplemental and dependent life insurance. Offered plans provide exceptional value to our employees and their eligible dependents. Employees have a 31-day period from effective date of hire to elected coverage.

Elected benefits could start as early as 2 weeks after hire. Benefit eligible employees are automatically covered for basic life, non-smokers, accidental death and dismemberment and seat belt insurance. Benefit eligible employees are automatically enrolled in the State's retirement plan and long-term disability (LTD) program. Enrollment is mandatory and is subject to a 26-week waiting period before initial enrollment.

Employees may also choose to participate in a deferred compensation program to take advantage of tax-deferred retirement investments. Benefit Options also offer Employee Self-Service, Wellness, Tuition Discount, Travel Reduction, Auto & Home Insurance and Purchase Discount Programs. CONTACT INFORMATION For more information contact the Recruiter at: Persons with a disability may request a reasonable accommodation such as a sign language interpreter or an alternative format by contacting the Recruiter. Requests should be made as early as early as possible to allow time to arrange the accommodation.

Arizona State Government is an AA/EOE/ADA Reasonable Accommodation Employer.",services
389,ASL - VRI Interpreter,"CYRACOM INTERNATIONAL, INC.


ONLY APPLY TO THIS POSTING IF YOU ARE NATIONALLY CERTIFIED


ASL-VRI Interpreter


â Part time and Full time â


CyraCom International is recognized as the 2nd largest provider of Over-the-Phone Interpretation in the world by research firm Common Sense Advisory. With centers located in Queens, NY, Tucson, Phoenix, AZ, Las Cruces, NM, and Houston, TX, CyraCom has developed into one of the largest and most innovative language services companies in the United States. Named to the Inc. 5000 list of fastest growing private companies in 2011, CyraCom, LLC, was awarded an exclusive endorsement from the American Hospital Association for its interpretation solutions.


Job Purpose : The ASL Interpreter provides interpreting and/or transliterating services for Deaf consumers and hearing consumers through a video service. The interpreter facilitates communication through use of sign language, spoken English, cultural mediation, and knowledge about visual accessibility.


Specific Responsibilities :

â¢Provide interpreting and/or transliterating services for deaf consumers and hearing consumers primarily in the healthcare environment

â¢Facilitate communication through use of sign language, spoken English, cultural mediation, and knowledge about accessibility

â¢Keep all medical information strictly confidential

â¢Follow the NAD-RID Professional Code of Conduct ( www.rid.org/coe.html )


â¢Render the message faithfully, always conveying the content and spirit of the speaker, using the language most readily understood by the person(s) being served

â¢Never counsel, advise, or interject personal opinions into interpreted situations

â¢Function in a manner appropriate to each interpreted situation, demonstrating professional appearance, conduct, and promptness

â¢Strive to further knowledge and skills through participation in workshops, professional meetings, interaction with professional colleagues, and reading of current literature in the field

â¢strive to maintain high professional standards by virtue of professional membership, certification, and ethical practices


Knowledge and Skills :

â¢Complete proficiency in ASL

â¢Self-motivated with good customer service skills

â¢Able to work well with minimal supervision

â¢Good judgment and problem solving abilities

â¢Strong attention to detail

â¢Ability to plan ahead and maintain a flexible work schedule

â¢Strong coaching, development and communication skills

â¢Experience using MS Office and other related software and systems (e.g., Internet and Intranet applications)


Experience : Medical interpretation experience required


Certificates/Licenses : Certificates/Licenses: The interpreter must show evidence of current professional credentials from the Registry of Interpreters for the Deaf.


Work Location : Cherry Hill, New Jersey New Contact Center


Physical Demands: Requires sitting for extended periods of time. Occasional lifting and carrying of material weighing up to 30 pounds may be required.


Equipment Operated: Telephone, personal computer, word processor software, printer, fax machine, and copier


Duties not listed in this position description may be required of the employee at the discretion of management.


CyraCom International, Inc.âs success is driven by the advantage created by the collective efforts of its employees, and is dependent upon a diverse, inclusive environment that embraces change, new ideas, respect for the individual and fosters an equal opportunity for success. We have zero tolerance for discrimination, intimidation or harassment of any kind. Cyracom International, Inc. is an equal opportunity employer. CyraCom International, Inc. maintains a drug-free workplace",services
390,Director of Curriculum and Instruction,"Masterâs Degree


Preferred Qualifications:


ï· Minimum five yearsâ educational teaching experience in a K-12 school setting
with a variety of learning abilities.


ï· Masterâs degree in Curriculum, Deaf Education, Special Education, or related
field


ï· Experience or familiarity with writing original curriculum


ï· Extensive course work in original curriculum design and development


ï· Familiarity or experience with PowerSchool and Google Apps for Education


ï· Data analysis experience or familiarity


ï· Ability to think âoutside the boxâ
ï· Ability to collaborate effectively with a wide range of people


ï· Strong organizational skills and ability to follow through


ï· Strong communicator â possess good writing and communication skills
ï· Ability to support, inspire, and motivate his/her own team and forge decisions


effectively


ï· Capacity to be adaptable yet also decisive


ï· Someone who enjoys working with both children and adults and can
communicate to faculty the inspiring possibilities of technology


ï· American Sign Language fluency


Physical Requirements and Work Environment


ï³ Occasionally lift up to 25 lbs.
ï³ Generally works in standard office conditions and climate.
ï³ Ability to sit, stand, walk, kneel, crouch and reach with hands and arms
ï³ May work at a desk and computer for extended periods of time.
ï³ Manual dexterity to efficiently operate a computer keyboard and other business


machines.
ï³ Near vision sufficient to read written communications and computer display screen


July 2016",services
391,Part Time/Full Time Job Coach,"Full-time Job Coach

Part-time Job Coach

Want to make a difference? Would you want a career that made a profound impact on an individual's life? Do you have the skills to assist someone in maintaining their employment? Do you like coaching and training? Whether you are looking for a full-time or part-time position, we are presently accepting applications for Job Coach positions assisting persons with disabilities throughout Philadelphia and the PA Suburbs.

Community Integrated Services is a non-profit agency that helps enable people with disabilities to become fully integrated into and involved in their communities. Our focus is to support people as they find and keep jobs in the community. With over 25 years of experience in supported employment, we have developed relationships with many employers in the Philadelphia area including The University of Pennsylvania, Whole Foods and Rite Aid. These employers and many others currently employ hundreds of individuals that CIS supports.

Responsibilities:
The Job Coach provides on-going support to our consumers to enable them to meet their employer's expectations. The Job Coach completes accurate and timely reports. Flexibility, care and self-motivation are essential qualities for the ideal candidate and, although experience is preferred, we will train. Shifts available during the day on weekdays and weekends and evening shifts all days of the week.

Qualifications:

Willing and able to work effectively with developmentally disabled adults and teens
Excellent communication skills and able to work with a wide variety of people in differing locations
Must be able to handle flexible work arrangements and be reliable, punctual and able to work independently
Willing to travel throughout Philadelphia and surrounding counties
Must possess a valid drivers' license and have access to a reliable vehicle
Must have computer access and cell phone
Must be able to stand for several hours, walk quickly and lift up to 25 pounds
Must have or be willing to acquire PA Criminal Check, PA Child Abuse clearance, FBI fingerprinting and pass a 10 panel drug test

We have an overwhelming need for job coaches who are fluent in American Sign Language.

Compensation & Benefits:
Full time positions are $15/hour and offer medical and dental insurance, 401(k), life insurance, short and long term disability along with paid time off encompassing vacation, sick, holiday and personal leave for a total of 35 days/year. Part time positions are $14/hour and include sick time. Professional development opportunities for full and part time.

Visit our website to apply online at www.cisworks.org click on the Get Involved tab/Careers within the website to apply.",services
392,Smart Coos Virtual Bilingual Guide,"Job Description

Smart Coos Virtual Bilingual Guide
Smart Coos works very hard to develop and deliver an inspiring curriculum for young children and need people who believe in making that happen. There is room to grow with our company if you have the right team-player attitude and are ready to create an unforgettable experience for kids each week. If this is you, we canât wait to meet you! We have a paid training and classes begin on a rolling basis.

Responsibilities of the Smart Coos language guide will include but are not limited to:
Outstanding language learning achievement


âCreate a positive, achievement-oriented and structured learning environment that excites and invests students.
Build class community by investing families in childrenâs language success
Utilize data from Smart Coos interim assessments to drive instruction and intervention.
Design and implement unit and lesson plans in collaboration with team.

Professional learning, development, and growth

Collaborate with coach to improve instructional, culture-building and leadership skills.
Attend all professional development, team planning and data analysis meetings.
Participate enthusiastically in structured and informal learning and development opportunities.

Skills and Characteristics


Fluent in Spanish, French, Mandarin, or American Sign Language; native speakers preferred
Must have proven successful experience working with children under eight years old
Very friendly, responsible, and ALWAYS ON TIME
High level of personal organization and planning.
Team player: maturity, humility, strong work ethic, follow-through, sense of humor, willingness to respond positively to feedback and a âroll-up-my-sleevesâ attitude.
Must possess basic computer skills

Educational Background and Work Experience

Teaching experience preferred, focus on K-12 preferred
Bachelorâs degree from a competitive college or university;
Willingness to seek valid state certification if needed.

Environment Requirement


Quiet space
Neutral background
Well-lit

Technical requirements:
Internet Requirements

Wired cable internet connection.

Minimum Download Speed: 16 Mbps (or 8,000 Kbps)

Minimum Upload Speed: 1 Mbps (or 1,000 Kbps)

These speeds represent the typical standard high speed data service offered by cable providers. Smaller (slower) packages or speeds are not recommended, and you may be required to upgrade.

TEST MY INTERNET SPEED (http://www.speedtest.net/)

Wireless network connections are not acceptable. You should have a connection to your home office with a hard line running from the high speed data modem or router directly to your computer (with your wireless adapter turned off on your PC).

Computer Hardware Requirements

You must possess Administrative Rights to your Computer.

Minimum memory: 6 GB of RAM (8 GB of RAM preferred)

Minimum processor speed: 3.0 GHz for 2+ core processors

Minimum display resolution: 1024 x 768 (a minimum 13.8â³ monitor)

Network card: integrated 10/100/1000 Ethernet

Operating Systems: Windows or Macintosh

Web Browser: Internet Explorer, Google Chrome, and Mozilla Firefox should be installed.

Java: Java 7, Java 8

Sound Card installed: Standard sound card

Firewall, Spyware and Malware Protection

You are responsible for installing, configuring and updating security software to protect your computer. Follow the instructions for your security software to make sure that it does not block access or pop-ups for web sites used as part of your job.

Compensation
Salary for this position is very competitive and commensurate with experience. Qualifications

null

Additional Information

APPLY @ http://bit.ly/sc-lang-teach :
If you speak Spanish, French, Mandarin or know American Sign Language and have experience working with kids PLEASE APPLY AT: http://bit.ly/sc-lang-teach . We will contact you for an interview ASAP.

Qualified bilingual individuals from any state within the United States are encouraged to apply.",services
393,American Sign Language (ASL) Interpreter,"Seeking qualified American Sign Language Interpreters.

â

Start Date: S.Y. 2016-2017


Hours Needed: full time, part time and/or per diem


General Job Responsibilities:

- Assist hearing impaired students in mainstream classrooms. Includes using fluent signing to interpret the lesson as taught by the classroom teacher, helping the student ask questions of the teacher.

- Assist hearing impaired students in the interaction and communication with hearing students and staff.

- Interpret for hearing impaired students participating in extra-curricular events and for adult deaf in parent-teacher conferences .

- Works collaboratively by assisting teachers in assessment, curriculum implementation, student interactions, enforcing safe behaviors, and enhancing social growth of student in the classroom.

- Will interpret behavioral directions and physically assist when necessary.

- Applicant must meet regulated licensure and/or state certification requirements.


Application Procedure:

Please submit your resume to our direct email, office@toinc.com


On advertisement, click on ""View Job"" or ""Apply from my computer"" and be sure to complete our online form so that we will be able to locate your information in our database so that we can follow up with you.

Jobs will be filled within 30 days and we will contact you upon processing your information.


Our direct email is office@toinc.com, website is www.toinc.com, and to reach us by phone: 609-490-0592",services
394,Full-time Customer Service Representative,"Customer Service Representative- no foreign language experience needed!


Language Services Associates (LSA), one of the largest and fastest-growing language services providers in the world, is currently seeking upbeat, motivated and friendly professionals to work in its call center. Qualified candidates must have the capability to work as part of a team within a dynamic and fast-paced call center environment.


As a Customer Service Representative with LSA, you will be part of a rapidly growing organization that has been named to the Inc. 5000 list of the fastest-growing, privately-held companies in America. LSA provides a fun and motivational work environment with a variety of incentives and a flexible schedule. And because the company prefers to promote from within, you will have a multitude of opportunities for growth and advancement to various positions.


When LSAâs clientsâ request on demand telephonic interpretation support, the Representative is responsible for gathering the necessary intake information and locating the best available Interpreter (in over 200 languages) from LSAâs network of Independently Contracted Linguists. Representatives must maintain a friendly, professional demeanor in all interactions with clients, and must have strong listening abilities and exceptional verbal communication skills. LSA has found that some of its most successful Representatives are those who have experience in the hospitality industry.


LSA is fully committed to maintaining and enhancing its reputation for service excellence. LSA employees promise to approach every situation with a positive, can do attitude, and strive to consistently deliver exceptional customer service support. Only candidates that fit into LSAâs can do culture will be considered for this position.


Required Skills:

Ability to type 30 words per minute
Excellent 10-key skills
Capacity to handle multiple phone lines at the same time pleasantly and efficiently
Ability to work in a dynamic, fast-paced and multi-call handling call center environment
Strong verbal communication skills
Excellent customer service skills and a positive, can do attitude
Accurate hand-eye coordination required for use of computer mouse
Being bilingual is a plus
We are currently looking for full-time Representatives who are able to work 40 hours per week.


About LSA

Established in 1991, LSA helps people and companies survive and thrive in a global environment. Companies across the globe serving a diverse, multicultural population depend on LSAâs full suite of language solutions to foster communication, build trust and meet goals, while receiving the best customer service experience possible. As one of the largest and fastest-growing professional language services providers in the world, LSA employees know that what they do matters; they come to work every day knowing they are making a real difference in peoplesâ lives. It is this passion for helping others that continues to drive the award-winning culture of service excellence at LSA.


LSA offers the following language services to more than 2,000 clients worldwide, in over 200 languages, across virtually every industry segment: Interpreting by Telephone, Translation and Localization, Video Remote Interpreting, Face-to-Face Interpreting, American Sign Language, Language Assessments and Intercultural Consulting. For more information on LSA, and to learn about the companyâs can-do customer service promise, please call 800.305.9673 or visit www.lsaweb.com .


LSA is an Affirmative Action / Equal Opportunity Employer Minorities/Women/Veterans/Disabled",services
